session_id,target_item_id,target_rank,session_length,item_train_count,item_is_head,hit_at_k
491,2918,-1,1,468.0,1,False
492,2762,2,6,976.0,1,True
493,1307,-1,1,520.0,1,False
494,858,-1,1,686.0,1,False
495,1278,-1,5,371.0,1,False
496,3535,-1,1,273.0,1,False
497,2248,-1,49,259.0,1,False
498,1213,-1,10,525.0,1,False
499,3914,-1,15,26.0,0,False
500,1162,-1,49,26.0,0,False
609,3546,-1,31,67.0,0,False
646,2828,-1,24,43.0,0,False
669,300,-1,49,191.0,1,False
670,3484,-1,21,131.0,0,False
671,198,-1,13,166.0,1,False
672,3079,-1,13,46.0,0,False
673,1885,-1,13,141.0,1,False
699,2020,-1,22,243.0,1,False
700,1401,-1,5,44.0,0,False
701,1392,-1,49,58.0,0,False
702,3851,-1,41,17.0,0,False
703,2088,-1,49,133.0,0,False
704,2959,-1,18,539.0,1,False
705,1286,-1,1,80.0,0,False
706,2920,-1,2,35.0,0,False
707,157,-1,6,60.0,0,False
708,3830,-1,3,9.0,0,False
709,2897,-1,7,7.0,0,False
710,1834,-1,43,132.0,0,False
723,2125,-1,26,127.0,0,False
724,2628,-1,1,798.0,1,False
725,2324,-1,17,390.0,1,False
726,110,-1,9,768.0,1,False
727,337,-1,1,201.0,1,False
728,293,-1,1,271.0,1,False
729,318,-1,1,708.0,1,False
730,58,-1,1,146.0,1,False
739,1968,-1,32,457.0,1,False
745,1073,-1,28,445.0,1,False
749,2580,-1,49,249.0,1,False
773,1704,-1,49,478.0,1,False
797,2399,-1,22,85.0,0,False
798,480,5,21,891.0,1,True
800,1242,-1,15,312.0,1,False
801,2404,-1,30,94.0,0,False
803,2791,-1,49,576.0,1,False
814,3552,-1,33,265.0,1,False
815,3301,-1,8,241.0,1,False
834,1711,-1,48,199.0,1,False
892,3384,-1,20,95.0,0,False
912,3408,-1,42,565.0,1,False
941,3564,-1,49,51.0,0,False
942,3821,-1,8,98.0,0,False
943,2019,-1,7,159.0,1,False
944,1784,-1,49,436.0,1,False
945,1845,-1,49,77.0,0,False
946,2762,2,49,976.0,1,True
947,1661,-1,49,28.0,0,False
948,2384,-1,49,157.0,1,False
949,1089,-1,5,436.0,1,False
950,2844,-1,1,25.0,0,False
951,1921,-1,2,207.0,1,False
952,2912,-1,25,147.0,1,False
953,198,-1,1,166.0,1,False
954,3684,-1,42,117.0,0,False
955,1302,-1,46,253.0,1,False
956,517,-1,2,101.0,0,False
962,1269,-1,6,214.0,1,False
963,3928,-1,49,70.0,0,False
977,3698,-1,49,218.0,1,False
1067,474,-1,49,260.0,1,False
1068,222,-1,26,106.0,0,False
1069,2013,-1,49,236.0,1,False
1070,3717,-1,2,240.0,1,False
1072,3844,-1,8,141.0,1,False
1073,3751,-1,14,533.0,1,False
1095,3709,-1,14,28.0,0,False
1096,2505,-1,5,102.0,0,False
1103,648,-1,20,527.0,1,False
1104,3624,-1,4,305.0,1,False
1105,1527,-1,23,409.0,1,False
1106,3785,-1,4,264.0,1,False
1107,3514,-1,42,24.0,0,False
1123,1888,-1,49,134.0,0,False
1148,1807,-1,49,6.0,0,False
1149,1057,-1,1,94.0,0,False
1152,1610,-1,21,501.0,1,False
1153,3793,-1,49,562.0,1,False
1154,73,-1,2,86.0,0,False
1155,3512,-1,31,200.0,1,False
1161,3308,-1,49,71.0,0,False
1187,3565,-1,31,110.0,0,False
1189,1246,-1,49,265.0,1,False
1201,1234,-1,12,328.0,1,False
1202,378,-1,30,48.0,0,False
1203,1695,-1,2,9.0,0,False
1246,2857,-1,21,131.0,0,False
1248,1544,-1,28,453.0,1,False
1249,3793,-1,49,562.0,1,False
1250,1223,-1,29,143.0,1,False
1251,1211,-1,25,68.0,0,False
1252,1073,-1,7,445.0,1,False
1253,3755,-1,19,403.0,1,False
1361,3897,-1,49,403.0,1,False
1362,1682,-1,36,307.0,1,False
1363,3268,-1,49,75.0,0,False
1366,162,-1,49,168.0,1,False
1367,361,-1,49,80.0,0,False
1368,1721,-1,49,529.0,1,False
1369,593,7,1,837.0,1,True
1370,1259,-1,1,542.0,1,False
1424,2395,-1,43,388.0,1,False
1425,784,-1,49,131.0,0,False
1426,1245,-1,4,92.0,0,False
1427,2826,-1,39,226.0,1,False
1428,663,-1,1,68.0,0,False
1429,537,-1,49,62.0,0,False
1430,658,-1,1,,0,False
1431,1589,-1,44,148.0,1,False
1433,2949,-1,49,175.0,1,False
1434,733,-1,49,391.0,1,False
1435,3552,-1,49,265.0,1,False
1436,420,-1,24,112.0,0,False
1437,20,-1,49,55.0,0,False
1438,3933,-1,42,8.0,0,False
1451,2042,-1,49,75.0,0,False
1455,2959,-1,49,539.0,1,False
1468,2807,-1,49,32.0,0,False
1469,750,-1,14,412.0,1,False
1470,1094,-1,30,376.0,1,False
1495,318,-1,23,708.0,1,False
1497,1210,4,24,897.0,1,True
1499,357,-1,49,391.0,1,False
1515,1104,-1,49,142.0,1,False
1516,3555,-1,1,370.0,1,False
1517,923,-1,49,362.0,1,False
1524,908,-1,49,429.0,1,False
1526,1569,-1,28,273.0,1,False
1552,3915,-1,6,53.0,0,False
1553,199,-1,49,33.0,0,False
1554,1200,-1,2,481.0,1,False
1555,2585,-1,9,19.0,0,False
1556,2186,-1,49,158.0,1,False
1557,1014,-1,11,34.0,0,False
1558,1279,-1,7,49.0,0,False
1559,2611,-1,1,54.0,0,False
1560,1635,-1,3,150.0,1,False
1561,296,-1,3,726.0,1,False
1562,22,-1,25,124.0,0,False
1563,901,-1,3,58.0,0,False
1564,943,-1,5,60.0,0,False
1565,3083,-1,1,142.0,1,False
1566,3799,-1,35,42.0,0,False
1567,838,-1,8,165.0,1,False
1568,3355,-1,30,128.0,0,False
1569,3018,-1,49,73.0,0,False
1570,3608,-1,49,235.0,1,False
1571,475,-1,9,89.0,0,False
1572,2243,-1,11,229.0,1,False
1575,3740,-1,49,158.0,1,False
1604,32,-1,6,448.0,1,False
1605,3797,-1,24,8.0,0,False
1606,1526,-1,49,36.0,0,False
1607,1717,-1,49,156.0,1,False
1608,1595,-1,49,18.0,0,False
1609,3440,-1,49,63.0,0,False
1610,3824,-1,14,45.0,0,False
1611,1073,-1,5,445.0,1,False
1612,3238,-1,7,97.0,0,False
1613,3895,-1,6,34.0,0,False
1614,1972,-1,49,65.0,0,False
1615,2153,-1,30,89.0,0,False
1616,2546,-1,49,59.0,0,False
1617,2616,-1,4,194.0,1,False
1618,2154,-1,3,49.0,0,False
1619,3616,-1,1,63.0,0,False
1620,2702,-1,14,149.0,1,False
1621,1422,-1,2,85.0,0,False
1632,354,-1,49,18.0,0,False
1662,110,-1,49,768.0,1,False
1669,2971,-1,49,99.0,0,False
1670,589,-1,5,801.0,1,False
1698,3809,-1,47,270.0,1,False
1702,1089,-1,49,436.0,1,False
1703,1381,-1,44,106.0,0,False
1704,2412,-1,27,83.0,0,False
1709,1276,-1,34,258.0,1,False
1746,3252,-1,49,183.0,1,False
1747,2106,-1,1,65.0,0,False
1748,3751,-1,1,533.0,1,False
1749,3623,-1,8,515.0,1,False
1753,3911,-1,6,270.0,1,False
1754,2701,-1,49,360.0,1,False
1764,2987,-1,49,658.0,1,False
1776,3162,-1,49,9.0,0,False
1777,3246,-1,49,135.0,0,False
1778,2349,-1,41,48.0,0,False
1779,3826,-1,2,158.0,1,False
1781,32,-1,49,448.0,1,False
1786,1086,-1,22,126.0,0,False
1787,2624,-1,44,42.0,0,False
1791,2289,-1,49,258.0,1,False
1800,1219,-1,49,418.0,1,False
1801,920,-1,49,372.0,1,False
1802,3441,-1,7,153.0,1,False
1803,2401,-1,17,110.0,0,False
1804,2231,-1,1,108.0,0,False
1805,3623,-1,5,515.0,1,False
1806,2706,-1,2,514.0,1,False
1807,3062,-1,4,97.0,0,False
1808,509,-1,2,176.0,1,False
1809,2245,-1,1,134.0,0,False
1810,1295,-1,1,77.0,0,False
1811,3568,-1,1,7.0,0,False
1812,2019,-1,5,159.0,1,False
1813,3498,-1,2,84.0,0,False
1814,50,-1,1,620.0,1,False
1815,3703,-1,1,262.0,1,False
1816,2858,1,1,1217.0,1,True
1817,3795,-1,1,26.0,0,False
1818,1089,-1,1,436.0,1,False
1819,3362,-1,1,234.0,1,False
1820,1017,-1,1,76.0,0,False
1821,1393,-1,1,427.0,1,False
1822,1302,-1,4,253.0,1,False
1823,2542,-1,1,194.0,1,False
1824,3196,-1,2,120.0,0,False
1825,3671,-1,2,364.0,1,False
1826,1964,-1,1,92.0,0,False
1827,3634,-1,1,57.0,0,False
1828,1245,-1,2,92.0,0,False
1829,1719,-1,3,101.0,0,False
1830,1485,-1,2,220.0,1,False
1836,1199,-1,31,260.0,1,False
1842,379,-1,33,124.0,0,False
1846,837,-1,49,64.0,0,False
1847,239,-1,14,63.0,0,False
1848,1197,-1,1,671.0,1,False
1854,2987,-1,49,658.0,1,False
1855,1014,-1,10,34.0,0,False
1856,240,-1,49,20.0,0,False
1857,2802,-1,6,90.0,0,False
1858,1030,-1,27,113.0,0,False
1859,2018,-1,19,219.0,1,False
1860,3799,-1,7,42.0,0,False
1861,788,-1,40,329.0,1,False
1862,1489,-1,23,10.0,0,False
1863,3270,-1,43,75.0,0,False
1864,2019,-1,2,159.0,1,False
1865,590,-1,9,457.0,1,False
1866,839,-1,5,52.0,0,False
1868,300,-1,49,191.0,1,False
1869,3317,-1,7,213.0,1,False
1870,265,-1,49,250.0,1,False
1873,1900,-1,49,18.0,0,False
1874,1912,-1,35,258.0,1,False
1875,2497,-1,2,61.0,0,False
1901,2986,-1,49,151.0,1,False
1903,3791,-1,49,148.0,1,False
1908,2600,-1,49,144.0,1,False
1914,1036,-1,49,503.0,1,False
1915,1245,-1,14,92.0,0,False
1917,344,-1,6,261.0,1,False
1918,2903,-1,49,36.0,0,False
1922,2966,-1,49,141.0,1,False
1941,3949,-1,49,115.0,0,False
1942,3908,-1,49,44.0,0,False
1943,3150,-1,7,26.0,0,False
1953,524,-1,49,172.0,1,False
1954,3897,-1,1,403.0,1,False
1955,1032,-1,49,179.0,1,False
1956,3763,-1,49,212.0,1,False
1957,1955,-1,49,162.0,1,False
1958,3564,-1,49,51.0,0,False
1959,2789,-1,49,41.0,0,False
1960,3409,-1,1,168.0,1,False
1961,502,-1,8,55.0,0,False
1962,3949,-1,5,115.0,0,False
1963,3300,-1,1,209.0,1,False
1964,3555,-1,1,370.0,1,False
1965,3950,-1,21,25.0,0,False
1971,344,-1,37,261.0,1,False
1972,2770,-1,49,325.0,1,False
1974,1917,-1,49,367.0,1,False
1975,3206,-1,49,46.0,0,False
2015,342,-1,49,145.0,1,False
2022,2727,-1,31,10.0,0,False
2086,2028,-1,12,796.0,1,False
2087,2942,-1,49,117.0,0,False
2088,450,-1,49,61.0,0,False
2089,3753,-1,49,527.0,1,False
2090,3895,-1,49,34.0,0,False
2091,2012,-1,2,387.0,1,False
2092,3639,-1,12,142.0,1,False
2093,3105,-1,35,197.0,1,False
2094,2805,-1,1,196.0,1,False
2095,3893,-1,7,225.0,1,False
2096,3754,-1,18,88.0,0,False
2097,1203,-1,40,204.0,1,False
2099,1580,8,23,835.0,1,True
2101,3948,-1,8,336.0,1,False
2102,1041,-1,8,135.0,0,False
2103,2539,-1,21,177.0,1,False
2104,25,-1,15,280.0,1,False
2105,1179,-1,1,275.0,1,False
2106,1084,-1,21,211.0,1,False
2122,3176,-1,49,535.0,1,False
2123,1213,-1,49,525.0,1,False
2153,2060,-1,49,55.0,0,False
2154,3354,-1,36,314.0,1,False
2238,2599,-1,34,499.0,1,False
2243,2126,-1,4,168.0,1,False
2244,62,-1,23,187.0,1,False
2251,2862,-1,49,28.0,0,False
2262,3535,-1,49,273.0,1,False
2263,1379,-1,49,102.0,0,False
2264,1739,-1,49,17.0,0,False
2265,1721,-1,10,529.0,1,False
2266,3798,-1,9,213.0,1,False
2267,1275,-1,49,194.0,1,False
2268,3512,-1,2,200.0,1,False
2269,29,-1,1,113.0,0,False
2270,2019,-1,1,159.0,1,False
2271,3000,-1,2,114.0,0,False
2272,3359,-1,1,151.0,1,False
2273,110,-1,16,768.0,1,False
2274,2085,-1,6,206.0,1,False
2275,1019,-1,1,166.0,1,False
2292,2414,-1,23,76.0,0,False
2293,3752,-1,21,237.0,1,False
2294,1210,4,49,897.0,1,True
2302,1200,-1,49,481.0,1,False
2304,1081,-1,49,128.0,0,False
2305,519,-1,49,70.0,0,False
2308,3089,-1,24,86.0,0,False
2309,1591,-1,49,147.0,1,False
2310,673,-1,8,196.0,1,False
2311,2918,-1,29,468.0,1,False
2339,1580,8,49,835.0,1,True
2348,2412,-1,49,83.0,0,False
2349,3751,-1,6,533.0,1,False
2350,3494,-1,13,100.0,0,False
2351,1395,-1,49,95.0,0,False
2352,1217,-1,42,88.0,0,False
2353,1090,-1,20,415.0,1,False
2354,3100,-1,14,192.0,1,False
2355,1938,-1,42,32.0,0,False
2356,1772,-1,28,83.0,0,False
2358,1275,-1,49,194.0,1,False
2364,653,-1,49,174.0,1,False
2369,2566,-1,32,12.0,0,False
2374,2396,10,49,830.0,1,True
2375,2571,-1,8,788.0,1,False
2377,356,-1,49,740.0,1,False
2380,1965,-1,30,224.0,1,False
2381,2150,-1,49,203.0,1,False
2385,3745,-1,49,218.0,1,False
2404,1527,-1,49,409.0,1,False
2405,2917,-1,47,141.0,1,False
2475,1394,-1,49,427.0,1,False
2478,2967,-1,49,38.0,0,False
2479,3327,-1,49,55.0,0,False
2499,3793,-1,49,562.0,1,False
2503,3863,-1,6,263.0,1,False
2504,759,-1,1,13.0,0,False
2505,2912,-1,49,147.0,1,False
2506,2248,-1,9,259.0,1,False
2507,3362,-1,41,234.0,1,False
2509,3745,-1,43,218.0,1,False
2515,1623,-1,42,42.0,0,False
2516,1037,-1,49,196.0,1,False
2517,2976,-1,16,207.0,1,False
2518,1073,-1,9,445.0,1,False
2519,2161,-1,12,215.0,1,False
2520,2628,-1,6,798.0,1,False
2521,1653,-1,2,337.0,1,False
2522,899,-1,1,270.0,1,False
2534,185,-1,43,196.0,1,False
2535,3864,-1,4,51.0,0,False
2539,201,-1,49,11.0,0,False
2540,912,-1,49,536.0,1,False
2541,2797,-1,49,475.0,1,False
2545,1917,-1,12,367.0,1,False
2546,3793,-1,6,562.0,1,False
2547,1580,8,27,835.0,1,True
2548,1996,-1,34,34.0,0,False
2549,1784,-1,15,436.0,1,False
2561,1572,-1,36,8.0,0,False
2562,3396,-1,49,241.0,1,False
2563,2986,-1,11,151.0,1,False
2564,558,-1,49,36.0,0,False
2565,3264,-1,45,144.0,1,False
2566,1676,-1,49,352.0,1,False
2573,3797,-1,49,8.0,0,False
2574,1385,-1,49,113.0,0,False
2575,1911,-1,4,209.0,1,False
2576,2312,-1,2,109.0,0,False
2577,3615,-1,3,130.0,0,False
2578,1047,-1,3,93.0,0,False
2579,2890,-1,12,308.0,1,False
2580,1735,-1,1,80.0,0,False
2581,2706,-1,7,514.0,1,False
2582,3316,-1,1,125.0,0,False
2583,1221,-1,1,508.0,1,False
2585,32,-1,49,448.0,1,False
2586,3325,-1,6,59.0,0,False
2588,1617,-1,32,750.0,1,False
2591,1499,-1,49,129.0,0,False
2592,1361,-1,49,48.0,0,False
2593,3263,-1,41,206.0,1,False
2594,3471,-1,8,430.0,1,False
2595,1994,-1,13,242.0,1,False
2596,1263,-1,1,210.0,1,False
2597,185,-1,38,196.0,1,False
2598,72,-1,49,26.0,0,False
2600,1247,-1,20,446.0,1,False
2606,1307,-1,20,520.0,1,False
2607,3153,-1,21,63.0,0,False
2608,2728,-1,8,122.0,0,False
2609,1208,-1,40,409.0,1,False
2610,383,-1,49,84.0,0,False
2611,1772,-1,49,83.0,0,False
2612,2018,-1,9,219.0,1,False
2613,593,7,36,837.0,1,True
2614,2688,-1,4,302.0,1,False
2615,2944,-1,5,187.0,1,False
2616,923,-1,1,362.0,1,False
2617,3598,-1,1,77.0,0,False
2618,3948,-1,1,336.0,1,False
2619,2993,-1,1,117.0,0,False
2620,2432,-1,9,49.0,0,False
2621,2180,-1,1,15.0,0,False
2622,1283,-1,1,135.0,0,False
2623,3341,-1,1,58.0,0,False
2624,1201,-1,1,234.0,1,False
2625,2761,-1,1,228.0,1,False
2626,2779,-1,1,92.0,0,False
2627,599,-1,2,94.0,0,False
2628,2641,-1,31,231.0,1,False
2652,247,-1,45,127.0,0,False
2655,3354,-1,15,314.0,1,False
2656,1080,-1,22,313.0,1,False
2657,3175,-1,11,608.0,1,False
2658,1219,-1,8,418.0,1,False
2659,1197,-1,15,671.0,1,False
2660,1032,-1,28,179.0,1,False
2661,1758,-1,49,26.0,0,False
2662,3528,-1,49,107.0,0,False
2663,1245,-1,49,92.0,0,False
2670,70,-1,49,262.0,1,False
2671,555,-1,20,173.0,1,False
2672,3755,-1,21,403.0,1,False
2673,2020,-1,49,243.0,1,False
2714,3515,-1,24,88.0,0,False
2733,3925,-1,49,52.0,0,False
2750,1941,-1,49,38.0,0,False
2751,85,-1,49,53.0,0,False
2752,3785,-1,49,264.0,1,False
2753,3095,-1,4,161.0,1,False
2758,2770,-1,49,325.0,1,False
2768,866,-1,49,168.0,1,False
2772,1597,-1,49,229.0,1,False
2773,3793,-1,49,562.0,1,False
2774,2144,-1,49,196.0,1,False
2775,2278,-1,17,199.0,1,False
2776,160,-1,49,191.0,1,False
2777,2338,-1,49,105.0,0,False
2786,2701,-1,49,360.0,1,False
2803,2408,-1,49,84.0,0,False
2804,788,-1,49,329.0,1,False
2805,15,-1,49,44.0,0,False
2806,490,-1,1,61.0,0,False
2807,1453,-1,49,59.0,0,False
2808,2161,-1,20,215.0,1,False
2809,3821,-1,2,98.0,0,False
2810,3853,-1,2,3.0,0,False
2814,953,-1,5,238.0,1,False
2815,3481,-1,49,527.0,1,False
2816,919,-1,5,564.0,1,False
2817,515,-1,6,138.0,1,False
2818,1961,-1,12,422.0,1,False
2819,261,-1,1,90.0,0,False
2820,2442,-1,1,51.0,0,False
2821,1300,-1,8,97.0,0,False
2822,1682,-1,4,307.0,1,False
2823,2012,-1,1,387.0,1,False
2824,2599,-1,1,499.0,1,False
2864,2633,-1,4,54.0,0,False
2865,1197,-1,23,671.0,1,False
2871,3755,-1,49,403.0,1,False
2872,112,-1,49,143.0,1,False
2873,1909,-1,40,332.0,1,False
2874,3514,-1,17,24.0,0,False
2875,3824,-1,1,45.0,0,False
2876,2609,-1,1,22.0,0,False
2877,3902,-1,1,9.0,0,False
2878,3317,-1,1,213.0,1,False
2885,2762,2,43,976.0,1,True
2889,875,-1,49,12.0,0,False
2890,1909,-1,12,332.0,1,False
2891,3751,-1,49,533.0,1,False
2892,3755,-1,2,403.0,1,False
2893,3481,-1,1,527.0,1,False
2894,3617,-1,3,179.0,1,False
2895,1594,-1,1,86.0,0,False
2896,1752,-1,33,69.0,0,False
2897,3911,-1,1,270.0,1,False
2898,3182,-1,17,57.0,0,False
2899,2928,-1,8,27.0,0,False
2900,2396,10,25,830.0,1,True
2901,2712,-1,3,349.0,1,False
2902,2005,-1,36,243.0,1,False
2904,367,-1,45,349.0,1,False
2966,302,-1,49,29.0,0,False
2970,1069,-1,22,34.0,0,False
2971,3598,-1,18,77.0,0,False
2972,3570,-1,1,,0,False
2982,1247,-1,49,446.0,1,False
2983,1379,-1,49,102.0,0,False
2984,2404,-1,49,94.0,0,False
2995,3564,-1,37,51.0,0,False
3049,1066,-1,49,62.0,0,False
3054,380,-1,49,411.0,1,False
3083,3452,-1,49,123.0,0,False
3084,1214,-1,7,592.0,1,False
3097,2791,-1,49,576.0,1,False
3143,2568,-1,49,67.0,0,False
3144,3754,-1,5,88.0,0,False
3145,2890,-1,47,308.0,1,False
3146,594,-1,9,254.0,1,False
3147,3553,-1,4,36.0,0,False
3148,2671,-1,14,272.0,1,False
3149,2857,-1,49,131.0,0,False
3150,1500,-1,1,319.0,1,False
3151,1620,-1,5,122.0,0,False
3152,879,-1,19,69.0,0,False
3153,2202,-1,17,67.0,0,False
3154,2167,-1,2,212.0,1,False
3155,27,-1,4,25.0,0,False
3156,277,-1,4,66.0,0,False
3157,1334,-1,13,92.0,0,False
3158,903,-1,1,326.0,1,False
3159,2560,-1,3,57.0,0,False
3160,2805,-1,1,196.0,1,False
3161,539,-1,1,325.0,1,False
3162,3793,-1,13,562.0,1,False
3163,361,-1,1,80.0,0,False
3164,1343,-1,1,221.0,1,False
3165,899,-1,1,270.0,1,False
3166,2502,-1,2,274.0,1,False
3167,1945,-1,1,163.0,1,False
3168,1290,-1,1,78.0,0,False
3169,223,-1,1,457.0,1,False
3170,1735,-1,1,80.0,0,False
3171,2231,-1,2,108.0,0,False
3172,1342,-1,1,79.0,0,False
3173,2660,-1,2,36.0,0,False
3174,1267,-1,2,234.0,1,False
3175,930,-1,1,144.0,1,False
3176,60,-1,11,103.0,0,False
3177,986,-1,1,76.0,0,False
3178,480,5,4,891.0,1,True
3179,165,-1,2,233.0,1,False
3180,2023,-1,1,241.0,1,False
3181,432,-1,2,140.0,1,False
3182,2201,-1,1,6.0,0,False
3183,926,-1,1,121.0,0,False
3184,3256,-1,2,281.0,1,False
3185,62,-1,2,187.0,1,False
3186,1213,-1,2,525.0,1,False
3187,2005,-1,4,243.0,1,False
3188,1799,-1,30,54.0,0,False
3189,592,-1,3,401.0,1,False
3190,3072,-1,1,287.0,1,False
3191,3468,-1,1,139.0,1,False
3192,3801,-1,1,59.0,0,False
3193,3264,-1,2,144.0,1,False
3194,2203,-1,2,68.0,0,False
3195,2245,-1,2,134.0,0,False
3196,1066,-1,1,62.0,0,False
3197,3414,-1,1,19.0,0,False
3198,1254,-1,2,139.0,1,False
3199,3752,-1,1,237.0,1,False
3200,94,-1,3,51.0,0,False
3201,915,-1,1,99.0,0,False
3202,1206,-1,1,407.0,1,False
3203,2243,-1,2,229.0,1,False
3204,2312,-1,4,109.0,0,False
3205,1359,-1,3,66.0,0,False
3206,1357,-1,3,174.0,1,False
3207,2524,-1,1,79.0,0,False
3208,587,-1,2,361.0,1,False
3209,1398,-1,1,30.0,0,False
3210,288,-1,1,208.0,1,False
3211,3244,-1,1,98.0,0,False
3212,2633,-1,2,54.0,0,False
3213,8,-1,1,22.0,0,False
3214,1926,-1,1,13.0,0,False
3215,1095,-1,1,168.0,1,False
3216,1281,-1,1,66.0,0,False
3217,1655,-1,3,19.0,0,False
3218,1648,-1,32,51.0,0,False
3219,374,-1,12,68.0,0,False
3220,2971,-1,1,99.0,0,False
3221,1954,-1,7,342.0,1,False
3222,2084,-1,1,27.0,0,False
3223,2797,-1,15,475.0,1,False
3224,1701,-1,1,87.0,0,False
3225,852,-1,4,197.0,1,False
3226,590,-1,5,457.0,1,False
3227,2059,-1,4,86.0,0,False
3228,2889,-1,1,101.0,0,False
3229,3371,-1,3,12.0,0,False
3230,2696,-1,3,21.0,0,False
3231,3213,-1,1,77.0,0,False
3232,455,-1,9,110.0,0,False
3233,1993,-1,8,28.0,0,False
3234,161,-1,2,247.0,1,False
3235,163,-1,4,134.0,0,False
3236,2390,-1,1,102.0,0,False
3237,1069,-1,3,34.0,0,False
3238,1608,-1,7,323.0,1,False
3239,1683,-1,2,67.0,0,False
3240,552,-1,25,133.0,0,False
3241,543,-1,1,179.0,1,False
3242,102,-1,1,25.0,0,False
3243,1974,-1,1,100.0,0,False
3244,585,-1,4,113.0,0,False
